바코드,이름,판매가격,파싱문자열,회사코드,품목코드,정규화바코드,표준코드후보,대표코드후보,업체코드,검증번호,상태
8.80648E+12,그린관장약 30ml*50,"20,000",6483000429,6483,00042,8806483000429 ,8806483000429 ,648300042,6483,9,OK
8.80648E+12,그린 포비돈 스틱스왑 2x6,"3,500",6483002256,6483,00225,8806483002256 ,8806483002256 ,648300225,6483,6,OK
8.80648E+12,포비돈스틱스왑 50EA(1.5ml x 2P),"18,000",6483002287,6483,00228,8806483002287 ,8806483002287 ,648300228,6483,7,OK
8.80648E+12,그린 포비돈 요오드10% 25ml,"1,000",6483002317,6483,00231,8806483002317 ,8806483002317 ,648300231,6483,7,OK
8.80648E+12,[삼진] 그린 모이스쳐액 15ml,"8,000",6483011418,6483,01141,8806483011418 ,8806483011418 ,648301141,6483,8,OK
8.80649E+12,디오맥스 600mg,"30,000",6490021414,6490,02141,8806490021414 ,8806490021414 ,649002141,6490,4,OK
8.80649E+12,미보 10g,"8,000",6492000137,6492,00013,8806492000137 ,8806492000137 ,649200013,6492,7,OK
8.8065E+12,애크논,"10,000",6497024008,6497,02400,8806497024008 ,8806497024008 ,649702400,6497,8,OK
8806498 030015,키미테,"4,500",6498030015,6498,03001,8806498030015 ,8806498030015 ,649803001,6498,5,OK
8806498 037045,하이스탈,"1,500",6498037045,6498,03704,8806498037045 ,8806498037045 ,649803704,6498,5,OK
8806498 066519,리드펜,"1,500",6498066519,6498,06651,8806498066519 ,8806498066519 ,649806651,6498,9,OK
8806498 066618,프로센골드,"1,500",6498066618,6498,06661,8806498066618 ,8806498066618 ,649806661,6498,8,OK
8.8065E+12,레스톨 20C,"3,500",6498004733,6498,00473,8806498004733 ,8806498004733 ,649800473,6498,3,OK
8.8065E+12,사노바 스프레이 10g,"6,000",6498019539,6498,01953,8806498019539 ,8806498019539 ,649801953,6498,9,OK
8.8065E+12,[명문] 엠티 20T,"2,500",6498025639,6498,02563,8806498025639 ,8806498025639 ,649802563,6498,9,OK
8.8065E+12,키미테패취 (성인용) 2EA,"4,500",6498030015,6498,03001,8806498030015 ,8806498030015 ,649803001,6498,5,OK
8.8065E+12,하이스탈 10T,"1,500",6498037045,6498,03704,8806498037045 ,8806498037045 ,649803704,6498,5,OK
8.8065E+12,케이팜 10매,"1,800",6498055117,6498,05511,8806498055117 ,8806498055117 ,649805511,6498,7,OK
8.8065E+12,사노바겔 0.7g x 5P,"6,000",6498061439,6498,06143,8806498061439 ,8806498061439 ,649806143,6498,9,OK
8.8065E+12,페르빈(펠비낙48mg) 6매,"2,500",6498061712,6498,06171,8806498061712 ,8806498061712 ,649806171,6498,2,OK
8.8065E+12,리드펜플러스 10C,"1,500",6498066519,6498,06651,8806498066519 ,8806498066519 ,649806651,6498,9,OK
8.8065E+12,프로센골드 10C,"1,500",6498066618,6498,06661,8806498066618 ,8806498066618 ,649806661,6498,8,OK
8.8065E+12,폴락스산 10g x 10P,"15,000",6502024726,6502,02472,8806502024726 ,8806502024726 ,650202472,6502,6,OK
8.8065E+12,써버쿨 플라스타 30매,"4,500",6503037619,6503,03761,8806503037619 ,8806503037619 ,650303761,6503,9,OK
8.80652E+12,헤파멜즈산 3.6g x 60포,"80,000",6516009016,6516,00901,8806516009016 ,8806516009016 ,651600901,6516,6,OK
8.80652E+12,이가탄F 60C,"19,000",6519017131,6519,01713,8806519017131 ,8806519017131 ,651901713,6519,1,OK
8.80652E+12,메이킨Q 20T,"4,800",6519041010,6519,04101,8806519041010 ,8806519041010 ,651904101,6519,0,OK
8.80652E+12,메이킨Q 40T,"8,500",6519041034,6519,04103,8806519041034 ,8806519041034 ,651904103,6519,4,OK
8.80652E+12,[한독] 로푸록스겔 20g,"4,000",6521002613,6521,00261,8806521002613 ,8806521002613 ,652100261,6521,3,OK
8.80652E+12,[한독] 로푸록스 네일카라 3g,"10,000",6521002712,6521,00271,8806521002712 ,8806521002712 ,652100271,6521,2,OK
8.80652E+12,알레그라정 120mg 10T,"5,500",6521009636,6521,00963,8806521009636 ,8806521009636 ,652100963,6521,6,OK
8.80652E+12,알레그라정 120mg 20T,"8,000",6521009643,6521,00964,8806521009643 ,8806521009643 ,652100964,6521,3,OK
8.80652E+12,[한독] 캄비손 소프트크림 10g,"2,500",6521012018,6521,01201,8806521012018 ,8806521012018 ,652101201,6521,8,OK
8.80652E+12,[한독] 훼스탈 골드 30T,"7,000",6521016917,6521,01691,8806521016917 ,8806521016917 ,652101691,6521,7,OK
8.80652E+12,[한독] 훼스탈 100T,"20,000",6521017228,6521,01722,8806521017228 ,8806521017228 ,652101722,6521,8,OK
8.80652E+12,[한독] 훼스탈 20T,"4,500",6521017259,6521,01725,8806521017259 ,8806521017259 ,652101725,6521,9,OK
8.80652E+12,[한독] 클리어틴 외용액 2% 100g,"9,000",6521045511,6521,04551,8806521045511 ,8806521045511 ,652104551,6521,1,OK
8.80652E+12,[한독] 케토톱 핫 34매,"10,000",6521052885,6521,05288,8806521052885 ,8806521052885 ,652105288,6521,5,OK
8.80652E+12,[한독] 케토톱 오리지날 40매,"9,900",6521052892,6521,05289,8806521052892 ,8806521052892 ,652105289,6521,2,OK
8.80652E+12,[한독] 케토톱 밴드타입 혼합형 40매,"3,500",6521058313,6521,05831,8806521058313 ,8806521058313 ,652105831,6521,3,OK
8.80652E+12,[한독] 훼스탈 슈퍼자임 12T,"5,000",6521058429,6521,05842,8806521058429 ,8806521058429 ,652105842,6521,9,OK
8.80652E+12,[한독] 이치레스큐 30매입,"5,000",6521059419,6521,05941,8806521059419 ,8806521059419 ,652105941,6521,9,OK
8.80652E+12,[한독] 케토톱 액티브 쿨 40매,"9,900",6521059716,6521,05971,8806521059716 ,8806521059716 ,652105971,6521,6,OK
8.80653E+12,머시론 21T,"8,500",6526062414,6526,06241,8806526062414 ,8806526062414 ,652606241,6526,4,OK
8.80653E+12,세나트리플 12C,"10,000",6526072611,6526,07261,8806526072611 ,8806526072611 ,652607261,6526,1,OK
8.80653E+12,지노베타딘 질세정액 180ml,"10,500",6530020424,6530,02042,8806530020424 ,8806530020424 ,653002042,6530,4,OK
8.80653E+12,마데카솔분말 10g,"9,000",6534005427,6534,00542,8806534005427 ,8806534005427 ,653400542,6534,7,OK
8.80653E+12,마데카솔분말 30g,"15,000",6534005434,6534,00543,8806534005434 ,8806534005434 ,653400543,6534,4,OK
8.80653E+12,복합 마데카솔 15g,"8,000",6534006738,6534,00673,8806534006738 ,8806534006738 ,653400673,6534,8,OK
8.80653E+12,오라메디 10g,"7,000",6534007933,6534,00793,8806534007933 ,8806534007933 ,653400793,6534,3,OK
8.80653E+12,인사돌 100T,"27,000",6534008527,6534,00852,8806534008527 ,8806534008527 ,653400852,6534,7,OK
8.80653E+12,인사돌 300T(병),"66,000",6534008589,6534,00858,8806534008589 ,8806534008589 ,653400858,6534,9,OK
8.80653E+12,인사돌 플러스 100T,"29,000",6534008633,6534,00863,8806534008633 ,8806534008633 ,653400863,6534,3,OK
8.80653E+12,인사돌 플러스 270T(병),"66,000",6534008671,6534,00867,8806534008671 ,8806534008671 ,653400867,6534,1,OK
8.80653E+12,훼라민큐 300T(병),"75,000",6534012630,6534,01263,8806534012630 ,8806534012630 ,653401263,6534,0,OK
8.80653E+12,훼라민큐 120T,"40,000",6534012647,6534,01264,8806534012647 ,8806534012647 ,653401264,6534,7,OK
8.80653E+12,훼라민 큐 180T,"55,000",6534012661,6534,01266,8806534012661 ,8806534012661 ,653401266,6534,1,OK
8.80653E+12,마데카솔 케어 6g,"4,500",6534016416,6534,01641,8806534016416 ,8806534016416 ,653401641,6534,6,OK
8.80653E+12,마데카솔 케어 10g,"6,500",6534016423,6534,01642,8806534016423 ,8806534016423 ,653401642,6534,3,OK
8.80653E+12,판시딜 180C,"70,000",6534020727,6534,02072,8806534020727 ,8806534020727 ,653402072,6534,7,OK
8.80653E+12,판시딜 270C,"100,000",6534020741,6534,02074,8806534020741 ,8806534020741 ,653402074,6534,1,OK
8.80653E+12,판시딜 360C,"110,000",6534020758,6534,02075,8806534020758 ,8806534020758 ,653402075,6534,8,OK
8.80653E+12,센시아(병) 180T,"64,000",6534025241,6534,02524,8806534025241 ,8806534025241 ,653402524,6534,1,OK
8.80653E+12,센시아 90T,"45,000",6534025258,6534,02525,8806534025258 ,8806534025258 ,653402525,6534,8,OK
8.80653E+12,센시아 120T,"48,000",6534025265,6534,02526,8806534025265 ,8806534025265 ,653402526,6534,5,OK
8.80653E+12,위스콘더블액션현탁액 4P,"4,000",6534029720,6534,02972,8806534029720 ,8806534029720 ,653402972,6534,0,OK
8.80653E+12,치젤연고 30g,"6,000",6534036919,6534,03691,8806534036919 ,8806534036919 ,653403691,6534,9,OK
8.80653E+12,치센 캡슐 60C,"25,000",6534037916,6534,03791,8806534037916 ,8806534037916 ,653403791,6534,6,OK
8.80653E+12,치센 캡슐 120C,"40,000",6534037930,6534,03793,8806534037930 ,8806534037930 ,653403793,6534,0,OK
8.80653E+12,치센 캡슐 180C,"50,000",6534037947,6534,03794,8806534037947 ,8806534037947 ,653403794,6534,7,OK
8.80653E+12,치아로겔 15g,"7,000",6534038913,6534,03891,8806534038913 ,8806534038913 ,653403891,6534,3,OK
8.80653E+12,콜드펜노즈 10C,"1,000",6534039316,6534,03931,8806534039316 ,8806534039316 ,653403931,6534,6,OK
8.80653E+12,콜드펜 10C,"1,000",6534039415,6534,03941,8806534039415 ,8806534039415 ,653403941,6534,5,OK
8.80653E+12,콜드펜코프 10C,"1,000",6534039514,6534,03951,8806534039514 ,8806534039514 ,653403951,6534,4,OK
8.80653E+12,카리토포텐 60C,"35,000",6534047816,6534,04781,8806534047816 ,8806534047816 ,653404781,6534,6,OK
8.80653E+12,카리토포텐 100C,"50,000",6534047830,6534,04783,8806534047830 ,8806534047830 ,653404783,6534,0,OK
8.80653E+12,마데카솔겔 10g,"7,500",6534048325,6534,04832,8806534048325 ,8806534048325 ,653404832,6534,5,OK
8.80653E+12,마데카솔겔 20g,"12,000",6534048332,6534,04833,8806534048332 ,8806534048332 ,653404833,6534,2,OK
8.80653E+12,트로앤텍 스프레이 30ml,"6,500",6534049018,6534,04901,8806534049018 ,8806534049018 ,653404901,6534,8,OK
8.80653E+12,리클란점안액0.5mL 30관,"12,000",6534049124,6534,04912,8806534049124 ,8806534049124 ,653404912,6534,4,OK
8.80653E+12,사라펜쿨 대형 7매,"3,000",6534053916,6534,05391,8806534053916 ,8806534053916 ,653405391,6534,6,OK
8.80653E+12,센스팟 크림 20g,"9,000",6534054111,6534,05411,8806534054111 ,8806534054111 ,653405411,6534,1,OK
8.80653E+12,코즈굿 30ml,"12,000",6534054814,6534,05481,8806534054814 ,8806534054814 ,653405481,6534,4,OK
8.80653E+12,인사큐어액 10ml x 10P,"10,000",6534056719,6534,05671,8806534056719 ,8806534056719 ,653405671,6534,9,OK
8.80653E+12,센스킨 20g,"5,000",6534057716,6534,05771,8806534057716 ,8806534057716 ,653405771,6534,6,OK
8.80653E+12,센스힐겔 20g,"7,000",6534059512,6534,05951,8806534059512 ,8806534059512 ,653405951,6534,2,OK
8.80653E+12,치센정 60T,"40,000",6534060112,6534,06011,8806534060112 ,8806534060112 ,653406011,6534,2,OK
8.80653E+12,아르기샷 20ml x 5P,"6,000",6534060228,6534,06022,8806534060228 ,8806534060228 ,653406022,6534,8,OK
8.80653E+12,오라비텐 액티브 정 20T,"8,000",6534061416,6534,06141,8806534061416 ,8806534061416 ,653406141,6534,6,OK
8.80654E+12,마그밀 210T,"12,000",6537002461,6537,00246,8806537002461 ,8806537002461 ,653700246,6537,1,OK
8.80654E+12,[유씨]지르텍10mg10정,"4,500",6541001108,6541,00110,8806541001108 ,8806541001108 ,654100110,6541,8,OK
8.80654E+12,[광동] 알지렉스 10T,"1,500",6543018913,6543,01891,8806543018913 ,8806543018913 ,654301891,6543,3,OK
8.80656E+12,엘크라넬알파액 100ml,"38,000",6557002717,6557,00271,8806557002717 ,8806557002717 ,655700271,6557,7,OK
8.80657E+12,나라마이드산 20g,"5,000",6574000239,6574,00023,8806574000239 ,8806574000239 ,657400023,6574,9,OK
8.80657E+12,데오클렌 30ml,"8,000",6574000314,6574,00031,8806574000314 ,8806574000314 ,657400031,6574,4,OK
8.80657E+12,포비돈 소독액 25ml,"1,000",6574002615,6574,00261,8806574002615 ,8806574002615 ,657400261,6574,5,OK
8.80657E+12,애니클렌액 50ml,"4,000",6574003315,6574,00331,8806574003315 ,8806574003315 ,657400331,6574,5,OK
8.80657E+12,성광 티눈액 15ml,"2,000",6574003537,6574,00353,8806574003537 ,8806574003537 ,657400353,6574,7,OK
8.80657E+12,세네풀에스액 30ml,"1,000",6574006811,6574,00681,8806574006811 ,8806574006811 ,657400681,6574,1,OK
8.80657E+12,물린더겔(튜브) 20g,"3,500",6574007719,6574,00771,8806574007719 ,8806574007719 ,657400771,6574,9,OK
8.80657E+12,스웨트롤 패드액 5EA,"15,000",6574008020,6574,00802,8806574008020 ,8806574008020 ,657400802,6574,0,OK
8.80657E+12,포비딘 인후스프레이 50ml,"7,000",6574011013,6574,01101,8806574011013 ,8806574011013 ,657401101,6574,3,OK
8.80657E+12,[퍼슨]치치엔 더블유크림 2g x 10개,"18,000",6574014335,6574,01433,8806574014335 ,8806574014335 ,657401433,6574,5,OK
8.80657E+12,헤리엔톡크림 5g,"6,000",6574015318,6574,01531,8806574015318 ,8806574015318 ,657401531,6574,8,OK
8.80657E+12,페리톡겔 10g,"7,000",6574015523,6574,01552,8806574015523 ,8806574015523 ,657401552,6574,3,OK
8.80657E+12,듀오케어액 15ml,"5,000",6574015714,6574,01571,8806574015714 ,8806574015714 ,657401571,6574,4,OK
8.80657E+12,스웨티브 센스 30ml,"8,000",6574016711,6574,01671,8806574016711 ,8806574016711 ,657401671,6574,1,OK
8806575 034813,로페리,"2,000",6575034813,6575,03481,8806575034813 ,8806575034813 ,657503481,6575,3,OK
8.80658E+12,이모나캡슐 10C,"2,000",6575008814,6575,00881,8806575008814 ,8806575008814 ,657500881,6575,4,OK
8.80658E+12,[경보] 로페리 10C,"2,000",6575034813,6575,03481,8806575034813 ,8806575034813 ,657503481,6575,3,OK
8.80658E+12,한풍 드루산(갈근탕) 4g x 5p,"3,000",6581000543,6581,00054,8806581000543 ,8806581000543 ,658100054,6581,3,OK
8.80658E+12,리버쿨환 1.2g x 120포,"60,000",6581004435,6581,00443,8806581004435 ,8806581004435 ,658100443,6581,5,OK
8.80658E+12,한풍 맥그론포 4g x 5p,"3,000",6581005357,6581,00535,8806581005357 ,8806581005357 ,658100535,6581,7,OK
8.80658E+12,반사신 4g x 5p,"3,000",6581006439,6581,00643,8806581006439 ,8806581006439 ,658100643,6581,9,OK
8.80658E+12,순심환 3g x 10P,"8,000",6581009393,6581,00939,8806581009393 ,8806581009393 ,658100939,6581,3,OK
8.80658E+12,치지래 1.5g x 30P,"16,000",6581016049,6581,01604,8806581016049 ,8806581016049 ,658101604,6581,9,OK
8.80658E+12,한풍 공진단 10환,"380,000",6581020022,6581,02002,8806581020022 ,8806581020022 ,658102002,6581,2,OK
8.80658E+12,한풍 공진단 3환,"130,000",6581020053,6581,02005,8806581020053 ,8806581020053 ,658102005,6581,3,OK
8.80658E+12,[한풍] 은교산 2.3g x 5포,"4,000",6581033350,6581,03335,8806581033350 ,8806581033350 ,658103335,6581,0,OK
8.80658E+12,한풍 청폐탕 4g x 5p,"3,000",6581037471,6581,03747,8806581037471 ,8806581037471 ,658103747,6581,1,OK
8.80658E+12,한풍 향성파적환 미성 4g x 5p,"3,000",6581045162,6581,04516,8806581045162 ,8806581045162 ,658104516,6581,2,OK
8.80658E+12,굿모닝에스 4.8g x 10P,"6,000",6581050128,6581,05012,8806581050128 ,8806581050128 ,658105012,6581,8,OK
8.80658E+12,한풍 소청룡탕 4g x 5p,"3,000",6581076630,6581,07663,8806581076630 ,8806581076630 ,658107663,6581,0,OK
8.80658E+12,평온액 20ml x 6P,"8,000",6581082563,6581,08256,8806581082563 ,8806581082563 ,658108256,6581,3,OK
8.80658E+12,한풍 올가립(평위오령산) 3g x 6P,"3,000",6581082921,6581,08292,8806581082921 ,8806581082921 ,658108292,6581,1,OK
8.80658E+12,트로겐 12g x 6p,"5,000",6581083928,6581,08392,8806581083928 ,8806581083928 ,658108392,6581,8,OK
8.80658E+12,투엑스비 멀티플 120T,"58,000",6581086042,6581,08604,8806581086042 ,8806581086042 ,658108604,6581,2,OK
8.80658E+12,아시원슬림산 90포,"60,000",6581086639,6581,08663,8806581086639 ,8806581086639 ,658108663,6581,9,OK
8.80658E+12,천금고 60P(23g x 10P x 6EA),"140,000",6581086844,6581,08684,8806581086844 ,8806581086844 ,658108684,6581,4,OK
8.80658E+12,리버타인액[비보존],"150,000",6582029110,6582,02911,8806582029110 ,8806582029110 ,658202911,6582,0,OK
8.80658E+12,리버타인액 (품절),"70,000",6582029113,6582,02911,8806582029113 ,8806582029113 ,658202911,6582,3,OK
8.80658E+12,리버타인액[비보존],"150,000",6582029130,6582,02913,8806582029130 ,8806582029130 ,658202913,6582,0,OK
8.80659E+12,[익수] 취어스 75ml,"4,000",6585001423,6585,00142,8806585001423 ,8806585001423 ,658500142,6585,3,OK
8.80659E+12,사향변방환,"10,000",6585002413,6585,00241,8806585002413 ,8806585002413 ,658500241,6585,3,OK
8.80659E+12,무스콘변방환,"7,000",6585002512,6585,00251,8806585002512 ,8806585002512 ,658500251,6585,2,OK
8.80659E+12,[익수] 용표 우황청심원액(엘무스콘) 50ml,"5,000",6585002628,6585,00262,8806585002628 ,8806585002628 ,658500262,6585,8,OK
8.80659E+12,[익수] 용표 우황청심원 현탁액 50ml,"9,000",6585002727,6585,00272,8806585002727 ,8806585002727 ,658500272,6585,7,OK
8.80659E+12,공진단 익수 30환,"1,200,000",6585004127,6585,00412,8806585004127 ,8806585004127 ,658500412,6585,7,OK
8.80659E+12,공진단 익수 90환,"3,500,000",6585004134,6585,00413,8806585004134 ,8806585004134 ,658500413,6585,4,OK
8.80659E+12,익수 공진단 1환,"40,000",6585004158,6585,00415,8806585004158 ,8806585004158 ,658500415,6585,8,OK
8.80659E+12,공진단 현탁액 50ml 1병,"40,000",6585020417,6585,02041,8806585020417 ,8806585020417 ,658502041,6585,7,OK
8.80661E+12,조아팝 6매입,"3,000",6606002224,6606,00222,8806606002224 ,8806606002224 ,660600222,6606,4,OK
8.80661E+12,로얄 알부민 미슬토 플라센타 맥스 25ml x 30v,"60,000",6612118759,6612,11875,8806612118759 ,8806612118759 ,661211875,6612,9,OK
8.80661E+12,가쁘레(인삼패독산) 5P,"3,000",6613000176,6613,00017,8806613000176 ,8806613000176 ,661300017,6613,6,OK
8.80661E+12,건양탕(반하후박탕) 5P,"3,000",6613000664,6613,00066,8806613000664 ,8806613000664 ,661300066,6613,4,OK
8.80661E+12,향성파적환 5P,"3,000",6613020341,6613,02034,8806613020341 ,8806613020341 ,661302034,6613,1,OK
8.80661E+12,경혈환(계지복령환) 10P,"5,800",6613022055,6613,02205,8806613022055 ,8806613022055 ,661302205,6613,5,OK
8.80661E+12,마이노신 (배농산급탕) 10c,"2,000",6613023519,6613,02351,8806613023519 ,8806613023519 ,661302351,6613,9,OK
8.80661E+12,브르럭(청폐탕) 5p,"3,000",6613024660,6613,02466,8806613024660 ,8806613024660 ,661302466,6613,0,OK
8.80661E+12,소폐탕(소청룡탕) 5P,"2,500",6613026176,6613,02617,8806613026176 ,8806613026176 ,661302617,6613,6,OK
8.80661E+12,스토마큐(반하사심탕) 5P,"3,000",6613026596,6613,02659,8806613026596 ,8806613026596 ,661302659,6613,6,OK
8.80661E+12,쎄파렉신캡슐(은교산){20C*50),"150,000",6613027234,6613,02723,8806613027234 ,8806613027234 ,661302723,6613,4,OK
8.80661E+12,쎄파렉신캡슐(은교산) 20C,"3,000",6613027258,6613,02725,8806613027258 ,8806613027258 ,661302725,6613,8,OK
8.80661E+12,용패탕(용담사간탕) 5P,"3,000",6613029474,6613,02947,8806613029474 ,8806613029474 ,661302947,6613,4,OK
8.80661E+12,윤폐탕(맥문동탕) 5P,"3,000",6613030272,6613,03027,8806613030272 ,8806613030272 ,661303027,6613,2,OK
8.80661E+12,장통환(정장제) 5P,"3,000",6613030876,6613,03087,8806613030876 ,8806613030876 ,661303087,6613,6,OK
8.80661E+12,치감(갈근탕) 5P,"3,000",6613032375,6613,03237,8806613032375 ,8806613032375 ,661303237,6613,5,OK
8.80661E+12,소체환 5P,"3,000",6613035666,6613,03566,8806613035666 ,8806613035666 ,661303566,6613,6,OK
8.80661E+12,플레인(당귀수산) 120P,"50,000",6613046822,6613,04682,8806613046822 ,8806613046822 ,661304682,6613,2,OK
8.80661E+12,스토마큐(반하사심탕) 10T,"2,000",6613048819,6613,04881,8806613048819 ,8806613048819 ,661304881,6613,9,OK
8.80661E+12,스토마큐(반하사심탕) 20T,"4,000",6613048826,6613,04882,8806613048826 ,8806613048826 ,661304882,6613,6,OK
8.80661E+12,센코프액 20ml x 5P,"3,000",6613052328,6613,05232,8806613052328 ,8806613052328 ,661305232,6613,8,OK
8.80661E+12,소렉신(구풍해독탕) 5P,"3,500",6613052724,6613,05272,8806613052724 ,8806613052724 ,661305272,6613,4,OK
8.80661E+12,소렉신(구풍해독탕) 10P,"6,000",6613052731,6613,05273,8806613052731 ,8806613052731 ,661305273,6613,1,OK
8.80661E+12,이치원(청위산) 20C,"3,000",6613055312,6613,05531,8806613055312 ,8806613055312 ,661305531,6613,2,OK
8.80661E+12,경방 패독산 5P,"3,000",6613058634,6613,05863,8806613058634 ,8806613058634 ,661305863,6613,4,OK
8.80661E+12,평심액(천왕보심단) 15ml x 10P,"12,000",6613064833,6613,06483,8806613064833 ,8806613064833 ,661306483,6613,3,OK
8.80661E+12,[일양] 마그란 리퀴드 20ml x 6P,"6,000",6613065922,6613,06592,8806613065922 ,8806613065922 ,661306592,6613,2,OK
8.80661E+12,[일양] 마그란 리퀴드 20ml x 30P,"30,000",6613065939,6613,06593,8806613065939 ,8806613065939 ,661306593,6613,9,OK
8.80661E+12,[일양] 오네론 20ml x 5P,"4,000",6613066028,6613,06602,8806613066028 ,8806613066028 ,661306602,6613,8,OK
8.80661E+12,쎄파렉신(은교산) 20g x 5P,"4,000",6613071237,6613,07123,8806613071237 ,8806613071237 ,661307123,6613,7,OK
8.80661E+12,[경방] 반하사심탕시럽 20g x 5P,"5,000",6613072623,6613,07262,8806613072623 ,8806613072623 ,661307262,6613,3,OK
8.80662E+12,두캅스-에이 10c,"2,500",6616001712,6616,00171,8806616001712 ,8806616001712 ,661600171,6616,2,OK
8.80662E+12,헤모퀸탑연질캡슐[GC녹십자],"40,000",6616017539,6616,01753,8806616017539 ,8806616017539 ,661601753,6616,9,OK
8.80662E+12,아르텍 10C,"2,000",6616031511,6616,03151,8806616031511 ,8806616031511 ,661603151,6616,1,OK
8.80662E+12,기가렉스 10C,"2,000",6616037513,6616,03751,8806616037513 ,8806616037513 ,661603751,6616,3,OK
8.80662E+12,클리어딘 10C,"2,000",6616044719,6616,04471,8806616044719 ,8806616044719 ,661604471,6616,9,OK
8.80663E+12,굿뉴스 1Kit,"2,000",6631001421,6631,00142,8806631001421 ,8806631001421 ,663100142,6631,1,OK
8.80664E+12,밴드 이명래 고약 1g 3매,"4,000",6638030110,6638,03011,8806638030110 ,8806638030110 ,663803011,6638,0,OK
8.8067E+12,루비락스 30P,"15,000",6696022621,6696,02262,8806696022621 ,8806696022621 ,669602262,6696,1,OK
8.8067E+12,루비락스 과립 180P,"90,000",6696022638,6696,02263,8806696022638 ,8806696022638 ,669602263,6696,8,OK
8.8067E+12,월드로신(은교산) 10C,"2,000",6696024915,6696,02491,8806696024915 ,8806696024915 ,669602491,6696,5,OK
8.8067E+12,월드로신 20C,"3,500",6696024939,6696,02493,8806696024939 ,8806696024939 ,669602493,6696,9,OK
8.8067E+12,요비신 20T,"3,000",6696029323,6696,02932,8806696029323 ,8806696029323 ,669602932,6696,3,OK
8.8067E+12,구바파정 20T,"3,500",6696030015,6696,03001,8806696030015 ,8806696030015 ,669603001,6696,5,OK
8.8067E+12,배노신 10C,"2,000",6696031012,6696,03101,8806696031012 ,8806696031012 ,669603101,6696,2,OK
8.8067E+12,배노신 20C,"3,500",6696031036,6696,03103,8806696031036 ,8806696031036 ,669603103,6696,6,OK
8.8067E+12,아이미산 90P,"60,000",6696032125,6696,03212,8806696032125 ,8806696032125 ,669603212,6696,5,OK
8.8067E+12,스토마신 10C,"2,000",6696033610,6696,03361,8806696033610 ,8806696033610 ,669603361,6696,0,OK
8.8067E+12,멘소래담 로션 100ml,"5,200",6702000124,6702,00012,8806702000124 ,8806702000124 ,670200012,6702,4,OK
8.8067E+12,멘소래담 로션 450ml,"16,000",6702000131,6702,00013,8806702000131 ,8806702000131 ,670200013,6702,1,OK
8.8067E+12,아프니벤큐 15ml x 12P,"8,000",6703040037,6703,04003,8806703040037 ,8806703040037 ,670304003,6703,7,OK
8.8067E+12,비코그린 에스플러스 40T,"8,000",6703049221,6703,04922,8806703049221 ,8806703049221 ,670304922,6703,1,OK
8.80671E+12,다이센 90C,"25,000",6706002537,6706,00253,8806706002537 ,8806706002537 ,670600253,6706,7,OK
8.80671E+12,에스라진 90T,"35,000",6706044896,6706,04489,8806706044896 ,8806706044896 ,670604489,6706,6,OK
8.80671E+12,알룬 90T,"30,000",6706045527,6706,04552,8806706045527 ,8806706045527 ,670604552,6706,7,OK
8.80671E+12,세비안,"6,500",6706086926,6706,08692,8806706086926 ,8806706086926 ,670608692,6706,6,OK
8.80671E+12,니조랄 2% 100ml,"16,000",6706091913,6706,09191,8806706091913 ,8806706091913 ,670609191,6706,3,OK
8.80672E+12,트리겔 10ml x 4P,"2,500",6718031976,6718,03197,8806718031976 ,8806718031976 ,671803197,6718,6,OK
8.80672E+12,포타겔 20ml x 6P,"3,500",6718034410,6718,03441,8806718034410 ,8806718034410 ,671803441,6718,0,OK
8.80672E+12,대원 콜대원키즈 코프 5ml x 10p,"2,500",6718064523,6718,06452,8806718064523 ,8806718064523 ,671806452,6718,3,OK
8.80672E+12,대원 콜대원키즈 펜 5ml x 10p,"3,000",6718064622,6718,06462,8806718064622 ,8806718064622 ,671806462,6718,2,OK
8.80672E+12,대원 콜대원키즈 이부펜 5ml x 10p,"3,000",6718064721,6718,06472,8806718064721 ,8806718064721 ,671806472,6718,1,OK
8.80672E+12,대원 콜대원키즈 노즈 5ml x 10p,"2,500",6718065827,6718,06582,8806718065827 ,8806718065827 ,671806582,6718,7,OK
8.80672E+12,대원 콜대원콜드큐 20ml x 5p,"2,500",6718073525,6718,07352,8806718073525 ,8806718073525 ,671807352,6718,5,OK
8.80672E+12,대원 콜대원 코프큐 20ml x 5p,"2,500",6718073624,6718,07362,8806718073624 ,8806718073624 ,671807362,6718,4,OK
8.80672E+12,대원 콜대원 나이트 20ml x 5p,"3,000",6718078223,6718,07822,8806718078223 ,8806718078223 ,671807822,6718,3,OK
8.80672E+12,대원 콜대원 노즈큐 20ml x 5p,"2,500",6718078322,6718,07832,8806718078322 ,8806718078322 ,671807832,6718,2,OK
8.80672E+12,러지엔톡 5ml x 10p,"6,000",6718078629,6718,07862,8806718078629 ,8806718078629 ,671807862,6718,9,OK
8.80672E+12,대원 콜대원키즈 콜드에스 10ml x 10p,"3,000",6718080424,6718,08042,8806718080424 ,8806718080424 ,671808042,6718,4,OK
8.80672E+12,니코레트껌 2mg 30개,"10,000",6723000165,6723,00016,8806723000165 ,8806723000165 ,672300016,6723,5,OK
8.80672E+12,니코레트껌 2mg 스타터팩 105개,"33,000",6723000172,6723,00017,8806723000172 ,8806723000172 ,672300017,6723,2,OK
