바코드,이름,판매가격,파싱문자열,회사코드,품목코드,정규화바코드,표준코드후보,대표코드후보,업체코드,검증번호,상태
0108806516002376,뮤테란과립 200mg,"6,000",6516002376,6516,00237,8806516002376 ,8806516002376 ,651600237,6516,6,OK
0108806516014416,에키나포스 프로텍트 정 10T,"5,000",6516014416,6516,01441,8806516014416 ,8806516014416 ,651601441,6516,6,OK
0108806519017131,이가탄F 60C,"19,000",6519017131,6519,01713,8806519017131 ,8806519017131 ,651901713,6519,1,OK
0108806519041013,메이킨Q 20T,"4,500",6519041013,6519,04101,8806519041013 ,8806519041013 ,651904101,6519,3,OK
0108806519041037,메이킨Q 40T,"8,500",6519041037,6519,04103,8806519041037 ,8806519041037 ,651904103,6519,7,OK
0108806534029720,위스콘 더블액션 10ml x 4ea,"2,000",6534029720,6534,02972,8806534029720 ,8806534029720 ,653402972,6534,0,OK
0108806534049124,리클란 0.5ml x 30관,"9,000",6534049124,6534,04912,8806534049124 ,8806534049124 ,653404912,6534,4,OK
0108806538016139,[신일]클로닉신리시네이트 10T,"2,000",6538016139,6538,01613,8806538016139 ,8806538016139 ,653801613,6538,9,OK
0108806538047416,아미나엑스 100T,"50,000",6538047416,6538,04741,8806538047416 ,8806538047416 ,653804741,6538,6,OK
0108806538050157,트레스오릭스 포르테 30C,"10,000",6538050157,6538,05015,8806538050157 ,8806538050157 ,653805015,6538,7,OK
0108806538050324,니코에이패취 2단계 15mg 7매,"10,000",6538050324,6538,05032,8806538050324 ,8806538050324 ,653805032,6538,4,OK
0108806538050423,니코에이패취 3단계 10mg 7매,"9,500",6538050423,6538,05042,8806538050423 ,8806538050423 ,653805042,6538,3,OK
0108806538050522,니코에이패취 1단계 25mg 7매,"11,000",6538050522,6538,05052,8806538050522 ,8806538050522 ,653805052,6538,2,OK
0108806538050713,니코에이껌 2mg 30개입,"11,000",6538050713,6538,05071,8806538050713 ,8806538050713 ,653805071,6538,3,OK
0108806538051727,하나로겔 20g,"8,000",6538051727,6538,05172,8806538051727 ,8806538051727 ,653805172,6538,7,OK
0108806538051765,하나로 50g,"15,000",6538051765,6538,05176,8806538051765 ,8806538051765 ,653805176,6538,5,OK
0108806538052014,젠스트린 멘톨&페퍼민트향 12T,"4,000",6538052014,6538,05201,8806538052014 ,8806538052014 ,653805201,6538,4,OK
0108806538052021,젠스트린 레몬향 12T,"4,000",6538052021,6538,05202,8806538052021 ,8806538052021 ,653805202,6538,1,OK
0108806538052038,젠스트린 복숭아향 12T,"4,000",6538052038,6538,05203,8806538052038 ,8806538052038 ,653805203,6538,8,OK
0108806538055916,디펜 코인 30P,"2,500",6538055916,6538,05591,8806538055916 ,8806538055916 ,653805591,6538,6,OK
0108806538060019,스티모린 에스크림 5g,"4,000",6538060019,6538,06001,8806538060019 ,8806538060019 ,653806001,6538,9,OK
0108806538060026,스티모린 에스크림 10g,"7,000",6538060026,6538,06002,8806538060026 ,8806538060026 ,653806002,6538,6,OK
0108806538065120,디펜 파워 투어펜 쿨 12매,"3,000",6538065120,6538,06512,8806538065120 ,8806538065120 ,653806512,6538,0,OK
01088065410011151728022510416785,[유씨] 지르텍10mg 10T,"4,500",65410011151728022510416785,6541,00111,88065410011151728022510416785,8806541001115 ,654100111,6541,5,OK
01088065410011151728032610419333,[유씨] 지르텍10mg 10T,"4,500",65410011151728032610419333,6541,00111,88065410011151728032610419333,8806541001115 ,654100111,6541,5,OK
01088065410011461728030210416788,[유씨]지르텍정 10mg 100정,"25,000",65410011461728030210416788,6541,00114,88065410011461728030210416788,8806541001146 ,654100114,6541,6,OK
0108806542004610,아졸 10T,"1,500",6542004610,6542,00461,8806542004610 ,8806542004610 ,654200461,6542,0,OK
0108806562053612,멜라트리 10T,"2,000",6562053612,6562,05361,8806562053612 ,8806562053612 ,656205361,6562,2,OK
0108806574015226,맥시부키즈 6ml x 10포,"4,000",6574015226,6574,01522,8806574015226 ,8806574015226 ,657401522,6574,6,OK
0108806574015318,헤리엔톡크림 5g,"6,000",6574015318,6574,01531,8806574015318 ,8806574015318 ,657401531,6574,8,OK
0108806574015523,페리톡 10g,"7,000",6574015523,6574,01552,8806574015523 ,8806574015523 ,657401552,6574,3,OK
0108806581056519,엑스콜 코프 10c,"3,000",6581056519,6581,05651,8806581056519 ,8806581056519 ,658105651,6581,9,OK
0108806581057431,엑스콜 콜드 에프 10c,"2,500",6581057431,6581,05743,8806581057431 ,8806581057431 ,658105743,6581,1,OK
0108806581063036,엑스콜디 과립 (스틱) 6p,"3,000",6581063036,6581,06303,8806581063036 ,8806581063036 ,658106303,6581,6,OK
0108806581086110,엑스콜디 정 10c,"3,000",6581086110,6581,08611,8806581086110 ,8806581086110 ,658108611,6581,0,OK
0108806628001236,리쥬비넥스 10g,"35,000",6628001236,6628,00123,8806628001236 ,8806628001236 ,662800123,6628,6,OK
0108806628002523,리안점안액,"12,000",6628002523,6628,00252,8806628002523 ,8806628002523 ,662800252,6628,3,OK
0108806641015319,트립라인정[하이플생명과학],"2,000",6641015319,6641,01531,8806641015319 ,8806641015319 ,664101531,6641,9,OK
0108806641015517,파이에온 10T,"2,000",6641015517,6641,01551,8806641015517 ,8806641015517 ,664101551,6641,7,OK
0108806644000312,바슈 리포직 점안겔 10g,"4,500",6644000312,6644,00031,8806644000312 ,8806644000312 ,664400031,6644,2,OK
0108806704022230,오큐시스 0.5ml x 60관,"10,000",6704022230,6704,02223,8806704022230 ,8806704022230 ,670402223,6704,0,OK
0108806704024524,오큐시스 리커버리 0.5ml x 30관,"8,500",6704024524,6704,02452,8806704024524 ,8806704024524 ,670402452,6704,4,OK
01088067060919131025050131727090,니조랄2%,"16,000",67060919131025050131727090,6706,09191,88067060919131025050131727090,8806706091913 ,670609191,6706,3,OK
0108806717071027,오큐리스 0.5ml x 30관,"5,500",6717071027,6717,07102,8806717071027 ,8806717071027 ,671707102,6717,7,OK
0108806741012,오에수 케토핀프리 0.5ml*12관,"4,500",6741012,,,8806741012 ,,,,TOO_SHORT,
01088067410202201727073010240022,오에수 트레할로스,"6,000",67410202201727073010240022,6741,02022,88067410202201727073010240022,8806741020220 ,674102022,6741,0,OK
0108806744015131,노이텍 90T,"24,000",6744015131,6744,01513,8806744015131 ,8806744015131 ,674401513,6744,1,OK
0108806780003611,한국 베타딘 50ml,"10,000",6780003611,6780,00361,8806780003611 ,8806780003611 ,678000361,6780,1,OK
0108806939034619,화이투벤 0.1%(성인용) 10ml,"7,500",6939034619,6939,03461,8806939034619 ,8806939034619 ,693903461,6939,9,OK
0108806942060124,자모 10g x 6P,"4,500",6942060124,6942,06012,8806942060124 ,8806942060124 ,694206012,6942,4,OK
0108809034589800,핑크퐁 베이비파우더 플러스 100g,"9,000",9034589800,9034,58980,8809034589800 ,8809034589800 ,903458980,9034,0,OK
0108809306547941,맨담 쿨파워 220ml,"3,500",9306547941,9306,54794,8809306547941 ,8809306547941 ,930654794,9306,1,OK
0108809629300070,하트세이버 츄어블 S 6T,"22,500",9629300070,9629,30007,8809629300070 ,8809629300070 ,962930007,9629,0,OK
0108809629300087,하트세이버 츄어블 M 6T,"29,700",9629300087,9629,30008,8809629300087 ,8809629300087 ,962930008,9629,7,OK
0108809629300094,하트세이버 츄어블 L 6T,"34,200",9629300094,9629,30009,8809629300094 ,8809629300094 ,962930009,9629,4,OK
0108809629300100,하트세이버 츄어블 Mini  6T,"19,800",9629300100,9629,30010,8809629300100 ,8809629300100 ,962930010,9629,0,OK
0108809629300117,하트세이버 정 Mini 10T,"13,500",9629300117,9629,30011,8809629300117 ,8809629300117 ,962930011,9629,7,OK
0108809629300124,하트세이버 정 S 10T,"16,200",9629300124,9629,30012,8809629300124 ,8809629300124 ,962930012,9629,4,OK
0108809629300131,하트세이버 정 M 10T,"19,800",9629300131,9629,30013,8809629300131 ,8809629300131 ,962930013,9629,1,OK
0108809629300148,하트세이버 정 L 10T,"27,000",9629300148,9629,30014,8809629300148 ,8809629300148 ,962930014,9629,8,OK
0118806218039448,[광동] 파비시드 240T,"30,000",,,03944,8806218039448 ,8806218039448 ,621803944,6218,8,OK
0118806265017918,디오라인 정 600ml 60정,"30,000",,,01791,8806265017918 ,8806265017918 ,626501791,6265,8,OK
0118806417038310,본엔디 120C,"40,000",,,03831,8806417038310 ,8806417038310 ,641703831,6417,0,OK
0118806427035125,판콜에스 내복액 1박스(30ml x 30EA),"15,000",,,03512,8806427035125 ,8806427035125 ,642703512,6427,5,OK
0118806433074514,젠빅플러스 120C,"35,000",,,07451,8806433074514 ,8806433074514 ,643307451,6433,4,OK
0118806448059612,비오딜정 5mg 60T(30T x 2EA),"30,000",,,05961,8806448059612 ,8806448059612 ,644805961,6448,2,OK
0118806448062018,센테라 120T(60T x 2EA),"35,000",,,06201,8806448062018 ,8806448062018 ,644806201,6448,8,OK
0118806448066153,도미나 라이트(히드로퀴논2%) 40g,"100,000",,,06615,8806448066153 ,8806448066153 ,644806615,6448,3,OK
0118806490021414,디오맥스 600mg 60T(30T x 2EA),"30,000",,,02141,8806490021414 ,8806490021414 ,649002141,6490,4,OK
0118806519017138,이가탄F 180C(60C x 3EA),"57,000",,,01713,8806519017138 ,8806519017138 ,651901713,6519,8,OK
0118806538011087,트리메부틴 말레산염 180T (90T x 2ea),"30,000",,,01108,8806538011087 ,8806538011087 ,653801108,6538,7,OK
0118806538045419,디펜 쿨 40매,"8,000",,,04541,8806538045419 ,8806538045419 ,653804541,6538,9,OK
0118806538045440,디펜 핫 40매입,"8,500",,,04544,8806538045440 ,8806538045440 ,653804544,6538,0,OK
0118806538053117,디펜 쿨 엑티브 80매(20매 x 4P),"10,000",,,05311,8806538053117 ,8806538053117 ,653805311,6538,7,OK
0118806538064311,앤도민액트800 60T,"40,000",,,06431,8806538064311 ,8806538064311 ,653806431,6538,1,OK
022679157188,"구트할로 발포비타민C(레몬맛) 4,500mg","3,800",,,,,,,,NO_880,
022679157195,구트할로 멀티발포비타민(오렌지맛),"3,800",,,,,,,,NO_880,
047144054339,보스톤 심플러스액(다기능용액) 120ml,"9,500",,,,,,,,NO_880,
0734598325299,코랄(산호)칼슘 마그네슘 2:1 180T(90T x 2EA),"40,000",,,,,,,,NO_880,
073626600015,퀵스탑 지혈제 파우더 14g,"20,000",,,,,,,,NO_880,
0785249454417,당엔파워 프로바이오틱스 120C(60C x 2EA),"60,000",,,,,,,,NO_880,
0803261523,포텐스틱1포,"2,000",,,,,,,,NO_880,
08806524000425,[한국알콘] 듀라티얼즈안연고 3.5g,"3,500",,,00042,8806524000425 ,8806524000425 ,652400042,6524,5,OK
08806706086926,세비안관류제 20ml x 20EA,"6,500",,,08692,8806706086926 ,8806706086926 ,670608692,6706,6,OK
1,아이톡쿨 라이트 점안액 14ml,"3,500",,,,,,,,NO_880,
1 88 06581 05681 3,비맥스골드(120t),"35,000",,,05681,8806581056813 ,8806581056813 ,658105681,6581,3,OK
1 88 06581 05891 6,비맥스액티브(120t),"35,000",,,05891,8806581058916 ,8806581058916 ,658105891,6581,6,OK
1 88 06581 06311 8,비맥스메타(120t),"39,000",,,06311,8806581063118 ,8806581063118 ,658106311,6581,8,OK
1 88 06581 08201 0,비맥스메타비(120t),"44,000",,,08201,8806581082010 ,8806581082010 ,658108201,6581,0,OK
1 88 06581 08444 1,비맥스제트(100t),"52,000",,,08444,8806581084441 ,8806581084441 ,658108444,6581,1,OK
1 88 06581 08511 0,비맥스에버프리미엄(120t),"42,000",,,08511,8806581085110 ,8806581085110 ,658108511,6581,0,OK
1E+12,테스트,100,,,,,,,,NO_880,
1E+12,RX 롱 덕용(24매),"10,000",,,,,,,,NO_880,
1.00001E+12,타세놀500mg,"1,500",,,,,,,,NO_880,
1.00003E+12,메디터치 2,"7,000",,,,,,,,NO_880,
1.00003E+12,키드큐 홍삼젤리,"50,000",,,,,,,,NO_880,
1.00003E+12,메디터치 H 번 5*7,"9,000",,,,,,,,NO_880,
1.00003E+12,메디터치 H 리퀴드,"9,000",,,,,,,,NO_880,
1.00003E+12,메디터치 A(1mm) 10*10 1매,"9,000",,,,,,,,NO_880,
1.00003E+12,메디터치 A(1mm) 4*9 3매,"9,000",,,,,,,,NO_880,
1.00003E+12,키드큐 키즈플러스 젤리,"42,000",,,,,,,,NO_880,
1.00003E+12,키드큐 쾌변젤리,"42,000",,,,,,,,NO_880,
1.00004E+12,더마큐15g 연고,"2,500",,,,,,,,NO_880,
1.00004E+12,메디터치 탄력밴드(중형),"7,500",,,,,,,,NO_880,
1.00004E+12,"메디터치탄력밴드(혼합형)일반, 소형, 타원","8,000",,,,,,,,NO_880,
1.00004E+12,아로나민골드300정,"85,000",,,,,,,,NO_880,
1.00004E+12,더마틱스울트라 키즈,"18,000",,,,,,,,NO_880,
1.00004E+12,메디터치 엄마마음,"8,000",,,,,,,,NO_880,
1.00004E+12,케이팜,"10,000",,,,,,,,NO_880,
1.00004E+12,제나콤,800,,,,,,,,NO_880,
1.00004E+12,멜라트리,"2,000",,,,,,,,NO_880,
1.00004E+12,리메부틴,"2,000",,,,,,,,NO_880,
1.00004E+12,유니쎈타,"250,000",,,,,,,,NO_880,
1.00005E+12,메디폼밴드소형-75*55[O],"9,000",,,,,,,,NO_880,
1.00005E+12,메디폼밴드중형-100*70,"10,000",,,,,,,,NO_880,
1.00005E+12,광동쌍화탕(신형) 100ml,"1,000",,,,,,,,NO_880,
1.00005E+12,메디폼밴드일반-70*30[O],"9,000",,,,,,,,NO_880,
1.00006E+12,서근령24매,"8,000",,,,,,,,NO_880,
1.00007E+12,드리클로액,"11,000",,,,,,,,NO_880,
1.00007E+12,메디터치 H 리퀴드,"9,000",,,,,,,,NO_880,
1.00009E+12,세레니아 정 (24㎎) [4정],"18,000",,,,,,,,NO_880,
1.00009E+12,옴니쿠어 산 250g,"16,200",,,,,,,,NO_880,
1.00009E+12,파나쿠어 250㎎ [20정],"13,500",,,,,,,,NO_880,
1.00009E+12,파나쿠어 500㎎ 20T,"21,600",,,,,,,,NO_880,
1.00009E+12,옥시마이신 아쿠아 100g,"9,000",,,,,,,,NO_880,
1.00009E+12,삼양연고 100g,"6,300",,,,,,,,NO_880,
1.00009E+12,클로시딘 250ml,"8,000",,,,,,,,NO_880,
1.00009E+12,티어젠 30g,"45,000",,,,,,,,NO_880,
1.00009E+12,애견용 옥시마이신 100g,"5,400",,,,,,,,NO_880,
1.0001E+12,세레니아 정 (16㎎) [4정],"13,500",,,,,,,,NO_880,
1.0001E+12,외유내간120c(행사),"60,000",,,,,,,,NO_880,
1.0001E+12,하버드치약(3개),"29,000",,,,,,,,NO_880,
1.0001E+12,포텐시에이터 40P(20P x 2EA),"48,000",,,,,,,,NO_880,
1.0001E+12,설사머지 50g,"8,100",,,,,,,,NO_880,
1.00011E+12,미등록상품,100,,,,,,,,NO_880,
1.00011E+12,봉투,100,,,,,,,,NO_880,
1.00011E+12,에스로반,"3,000",,,,,,,,NO_880,
1.00012E+12,민티크프레시민트플러스치약2+1행사상품,"29,000",,,,,,,,NO_880,
1.00012E+12,비타500낱개1병,600,,,,,,,,NO_880,
1.00012E+12,콘트라민정 600mg,"50,000",,,,,,,,NO_880,
1.00012E+12,콘트라민정,"50,000",,,,,,,,NO_880,
1.00013E+12,세레니아 정 (24㎎) [4정],"18,000",,,,,,,,NO_880,
1.00013E+12,옴니쿠어 산 (250g) [250g],"16,200",,,,,,,,NO_880,
1.00013E+12,[판매기록부] 옥시마이신 아쿠아 (100g) [100g],"9,000",,,,,,,,NO_880,
1.00013E+12,파나쿠어 250㎎ 20T,"12,000",,,,,,,,NO_880,
1.00013E+12,파나쿠어 500㎎ [20정],"21,600",,,,,,,,NO_880,
1.00013E+12,삼양연고 (100g) [100g],"6,300",,,,,,,,NO_880,
1.00013E+12,클로시딘 (250㎖) [250㎖],"8,000",,,,,,,,NO_880,
1.00013E+12,[판매기록부] 티어젠 (30g) [30g],"45,000",,,,,,,,NO_880,
1.00013E+12,세레니아 정 (16㎎) [4정],"13,500",,,,,,,,NO_880,
1.00013E+12,[판매기록부] 오리더밀 (10g) *유효기한(일/월/년) [10g],"16,200",,,,,,,,NO_880,
1.00013E+12,[판매기록부] 애견용 옥시마이신 (100g) [100g],"5,400",,,,,,,,NO_880,
1.00013E+12,옴니쿠어 산 (250g) [250g],"16,200",,,,,,,,NO_880,
1.00013E+12,세레니아 정 (24㎎) [4정],"18,000",,,,,,,,NO_880,
1.00013E+12,[판매기록부] 옥시마이신 아쿠아 (100g) [100g],"9,000",,,,,,,,NO_880,
1.00013E+12,파나큐어 500㎎ [20정],"21,600",,,,,,,,NO_880,
1.00013E+12,삼양연고 (100g) [100g],"6,300",,,,,,,,NO_880,
1.00013E+12,클로시딘 (250㎖) [250㎖],"8,000",,,,,,,,NO_880,
1.00013E+12,[판매기록부] 티어젠 (30g) [30g],"45,000",,,,,,,,NO_880,
1.00013E+12,세레니아 정 (16㎎) [4정],"13,500",,,,,,,,NO_880,
1.00013E+12,[판매기록부] 오리더밀 (10g) *유효기한(일/월/년) [10g],"16,200",,,,,,,,NO_880,
1.00013E+12,[판매기록부] 애견용 옥시마이신 (100g) [100g],"5,400",,,,,,,,NO_880,
1.00013E+12,솔표 쌍감탕액,"13,000",,,,,,,,NO_880,
1.00013E+12,생강상화,"7,000",,,,,,,,NO_880,
1.00013E+12,로게인,"70,000",,,,,,,,NO_880,
1.00014E+12,겔포스엘현탁액 4포,"4,500",,,,,,,,NO_880,
1.00014E+12,미등록상품,"12,000",,,,,,,,NO_880,
1.00014E+12,미등록상품,"12,000",,,,,,,,NO_880,
1.00014E+12,파나큐어250,"12,000",,,,,,,,NO_880,
1.00014E+12,류파프 핫 (4개 묶음),"10,000",,,,,,,,NO_880,
1.00014E+12,류파프 (4개묶움),"10,000",,,,,,,,NO_880,
1.00014E+12,케이팜플라스타 10매입(7개묶음),"10,000",,,,,,,,NO_880,
1.00014E+12,케토크린 (7묶음),"10,000",,,,,,,,NO_880,
1.00014E+12,록소크린 (4개묶음),"10,000",,,,,,,,NO_880,
1.00014E+12,페르빈(펠비낙)5개묶음,"10,000",,,,,,,,NO_880,
1.00014E+12,플러스인사포르테,"50,000",,,,,,,,NO_880,
1.00015E+12,오에수 트레할로스,"6,000",,,,,,,,NO_880,
1.00015E+12,삼영연고,"6,300",,,,,,,,NO_880,
1.00015E+12,메디터치리퀴드,"9,000",,,,,,,,NO_880,
1.00016E+12,H2Ome! 가습마스크 (아이보리),"3,150",,,,,,,,NO_880,
1.00016E+12,H2Ome! 가습마스크(다크그레이),"3,150",,,,,,,,NO_880,
1.00021E+12,자하골드 20ml x 4병,"15,000",,,,,,,,NO_880,
1.00021E+12,돌체락 15ml x 5P,"3,500",,,,,,,,NO_880,
1.00021E+12,비타바이브 수면 유산균 프로바이오틱스 30p,"32,000",,,,,,,,NO_880,
1.00021E+12,에너리버 120C,"40,000",,,,,,,,NO_880,
1.00021E+12,피로회복제,"8,000",,,,,,,,NO_880,
1.00022E+12,숙취해소제,"8,000",,,,,,,,NO_880,
10106970280851064,브라운 귀적외선 체온계,"80,000",,,,,,,,NO_880,
10108806416052310,임팩타민 프리미엄정 60T,"20,000",,,05231,8806416052310 ,8806416052310 ,641605231,6416,0,OK
1.08806E+14,티어클린점안액 30점안액,"7,000",6453060521,6453,06052,8806453060521 ,8806453060521 ,645306052,6453,1,OK
1.08806E+14,앗센액 20ml/60개,"100,000",6495071332,6495,07133,8806495071332 ,8806495071332 ,649507133,6495,2,OK
108806718070555000000000000000,[사용X] 뉴베인액 7ml 28p,"45,000",6718070555000000000000000,6718,07055,8806718070555000000000000000,8806718070555 ,671807055,6718,5,OK
12345,[행사가] 마이녹실폼5% 60g x 3개,"42,000",,,,,,,,NO_880,
124555,미등록상품티어클린,"3,000",,,,,,,,NO_880,
1.88005E+13,제일 롱파프 24매,"10,000",,,00091,8800543000913 ,8800543000913 ,054300091,0543,3,OK
1.88005E+13,센실라 120T,"30,000",,,00461,8800543004614 ,8800543004614 ,054300461,0543,4,OK
1.88005E+13,제일 디쿨24(7 x 10cm) 40매,"8,000",,,00502,8800543005024 ,8800543005024 ,054300502,0543,4,OK
1.88005E+13,투엑스비 추어블 240T,"40,000",,,01241,8800543012411 ,8800543012411 ,054301241,0543,1,OK
1.88005E+13,투엑스비 트리플 120T,"58,000",,,01301,8800543013012 ,8800543013012 ,054301301,0543,2,OK
1.88006E+13,오큐에이 240C(120C x 2ea),"45,000",,,02881,8800551028817 ,8800551028817 ,055102881,0551,7,OK
1.88007E+13,조인본 콘드로 800 60T,"50,000",,,00531,8800724005317 ,8800724005317 ,072400531,0724,7,OK
